foodname,calories,protein,fat,carbs,salt
Zucchini gekocht,22,1.3,0.3,3.0,0.0012
Wildlachs gebraten ohne Fett (Pfanne),208,23.631,12.6,0.0,0.128
Tomate Pulver,314,13.84,1.603,47.28,0.145
"Schaf Rücken, gegrillt",164,29.6,5.01,0.0,0.198
"Schwein Hackfleisch, gebraten ohne Fett (Ofen)",339,25.35,26.44,0.0,0.1612
Aal gedünstet,271,13.5,24.1,0.0,0.165
"Schaf Brust, fett, geschmort ohne Fett",487,17.8,46.2,0.0,0.188
Schwein Dicker Bug (mit Fett und Schwarte) gebraten ohne Fett (Ofen),240,27.3,14.56,0.0,0.1642
"Erbse reif, gekocht",117,8.745,0.558,14.9,0.02
Rind Roastbeef (Rücken) tiefgefroren,130,22.45,4.45,0.0,0.138
Butterpilz gebraten ohne Fett (Pfanne),52,4.177,0.59,5.36,0.025
"Schaf Kotelett, tiefgefroren",348,14.9,32.0,0.0,0.225
"Schaf Gulasch (Bug, fett) gebraten ohne Fett (Pfanne)",361,24.0,29.4,0.0,0.302
"Schwein Lachsbraten, gebraten, ohne Fett (Ofen)",142,29.84,2.51,0.0,0.1198
"Frühlingszwiebel/Lauchzwiebel, gebacken",31,2.2,0.22,3.4,0.035
Kochbanane gekocht,112,1.21,0.08,25.4,0.005
Zwetschge gedünstet,57,0.35,0.2,12.6,0.0022
Knoblauch gebraten ohne Fett (Pfanne),155,9.603,0.667,5.0,0.0312215
"Erbse grün, tiefgefroren, gedünstet",85,5.4,0.769,11.0,0.01
"Hähnchen Brust, ohne Haut, gebraten ohne Fett (Ofen)",148,31.16,2.59,0.0,0.1745
Rind Gulasch (Bug) geschmort ohne Fett,173,28.77,6.424,0.0,0.105
Johannisbeeren gezuckert,75,1.294,0.18,13.88,0.005
Rind Steak (Rücken) tiefgefroren,130,22.45,4.45,0.0,0.138
"Schwein Herz, geschmort ohne Fett",195,29.106,8.7,0.0,0.3055
Bambussprossen gekocht,18,2.679,0.321,1.028,0.012
"Schwein Zunge, gekocht",235,23.91,15.51,0.0,0.161
"Rotbarsch/Goldbarsch, gegrillt",112,18.7,4.16,0.0,0.25
Rind Fleisch (Keule) getrocknet,258,36.6,12.4,0.0,0.2615
"Schaf Filetmedaillon, gebraten ohne Fett (Pfanne)",156,31.38,3.44,0.0,0.151
"Schaf Bratenfleisch (Bug, fett) geschmort ohne Fett",383,25.5,31.2,0.0,0.228
"Hirsch Fleisch, geschmort ohne Fett",150,28.779,3.929,0.0,0.14
Maulbeersaft,44,1.23,0.31,7.3,0.012
"Rind Oberschale, gekocht",176,31.29,5.659,0.0,0.108
"Schwein Lunge, gekocht",107,13.5,5.929,0.0,0.252
"Rind Lunge, gekocht",96,18.1,2.578,0.0,0.33
"Schwein Vordereisbein/Vorderhaxe, gebraten ohne Fett (Ofen)",249,31.2,13.78,0.0,0.2942
"Hammel Niere, geschmort ohne Fett",169,31.35,4.848,0.0,0.692
"Schwein Hüfte/Schinkenspeck, geschmort ohne Fett",167,30.03,5.21,0.0,0.1032
Schwein Kotelett (Rücken/cranial) tiefgefroren,175,21.02,10.08,0.0,0.1218
"Rind Leberhack, tiefgefroren",131,19.21,3.66,5.3,0.29
Rind Kochfleisch (Bug) gekocht,170,28.406,6.211,0.0,0.108
Leng gedünstet,73,16.964,0.59,0.0,0.27
"Ente Fleisch, ohne Haut, geschmort ohne Fett",142,27.3,3.6,0.0,0.14
"Schaf Keule, fett, tiefgefroren",234,18.0,18.0,0.0,0.168
Lachs gebraten ohne Fett (Ofen),198,22.777,11.875,0.0,0.0818
Weißer Thun gebraten ohne Fett (Pfanne),143,32.3,1.54,0.0,0.2065
"Hähnchen Unterschenkel, mit Haut, gebraten ohne Fett (Ofen)",174,24.41,8.47,0.0,0.2555
"Wildschwein Fleisch, tiefgefroren",162,19.5,9.3,0.0,0.235
"Pferd Fleisch, gebraten ohne Fett (Ofen)",150,29.516,3.268,0.585,0.138
Schalotte gekocht,33,2.0,0.1,3.2,0.018
Spargel gebraten ohne Fett (Pfanne),53,3.698,0.294,7.51,0.0101
"Garnele/Granat/Krabbe, tiefgefroren",87,18.6,1.44,0.0,0.365
"Hähnchen Unterschenkel, mit Haut, geschmort ohne Fett",142,21.07,6.36,0.0,0.117
"Schaf Bug/Schulter, fett, tiefgefroren",294,17.2,25.0,0.0,0.242
"Schwein Kammsteak, gebraten ohne Fett (Ofen)",205,24.66,11.78,0.0,0.1505
Bachsaibling geräuchert,150,22.9,6.5,0.0,0.122
"Roggen Flocken, gekocht",50,1.523,0.288,9.11,0.002
Pfifferling gebacken,36,5.431,0.376,0.765,0.01
"Rind Hals/Kamm/Nacken, geschmort ohne Fett",186,25.85,9.2,0.0,0.092
Pak Choi gebraten ohne Fett (Pfanne),31,3.396,0.377,1.9,0.062
Reis gekocht,112,2.535,0.188,24.6,0.252
Kürbis Hokkaido (C. maxima) gekocht,30,1.4,0.2,5.298,0.015
"Ente Brust, mit Haut, gegrillt",250,23.339,17.426,0.0,0.115
Schwein Bauch (wie gewachsen) gekocht,357,22.49,29.64,0.0,0.0965
"Kartoffel ungeschält, gebraten ohne Fett (Pfanne)",111,2.66,0.13,23.98,0.02
"Schaf Vorderhaxe, mager, gekocht",169,32.3,4.47,0.0,0.205
"Reh Keule, geschmort ohne Fett",143,32.27,1.587,0.0,0.142
"Rind Vorderhesse, geschmort ohne Fett",163,27.126,6.057,0.0,0.098
"Kalb Bries, gekocht",112,20.104,3.532,0.0,0.17
"Schaf Rücken, gebraten ohne Fett (Ofen)",174,32.6,4.79,0.0,0.202
"Eierteigwaren Tortellini (Fleischfüllung) getrocknet, gekocht",140,5.319,2.76,23.133,0.425
Kürbis Pumpkin (C. pepo) gebacken,42,1.294,0.153,6.84,0.00262
Speisezwiebel Pulver,334,11.489,1.491,59.76,0.222
Eier pochiert (verlorene Eier),136,13.308,9.091,0.343,1.375
Champignon geschmort ohne Fett,42,5.41,0.405,4.4,0.15268
"Gemüsepaprika grün, gebacken",45,1.271,0.282,8.11,0.015
Große Sandklaffmuschel gekocht,54,9.844,1.638,0.0,0.322
Schwarzwurzel geschmort ohne Fett,73,1.658,0.513,10.5,0.015
"Schaf Filetsteak, gebraten ohne Fett (Ofen)",146,29.26,3.21,0.0,0.1408
"Köhler/Seelachs, tiefgefroren, gebraten ohne Fett (Pfanne)",95,21.078,1.238,0.0,0.18
"Kalb Unterschale/Schwanzstück, gebraten ohne Fett (Ofen)",114,26.854,0.778,0.0,0.232
"Schwein Hüfte/Schinkenspeck, gebraten ohne Fett (Ofen)",156,28.6,4.57,0.0,0.1315
Spitzkohl gekocht,29,1.12,0.17,4.21,0.04
"Milchmischgetränk < 1 % Fett, aromatisiert, gesüßt",56,3.213,0.066,10.512,0.125
Mohn gemahlen,521,23.821,42.2,2.99,0.052
"Taube Fleisch, mit Haut, tiefgefroren",169,20.9,9.5,0.0,0.225
"Batate/Süßkartoffel, frittiert, gesalzen",300,2.833,11.525,43.8,0.772
"Hase Fleisch, tiefgefroren",113,21.6,3.01,0.0,0.11
Blumenkohl gekocht,37,1.9,0.9,5.09,0.018
"Gerste Flocken, gekocht",56,1.903,0.355,10.6,0.008
Kürbis Hokkaido (C. maxima) gedünstet,33,1.522,0.217,5.759,0.02
"Lamm Herz, gebraten ohne Fett (Pfanne)",178,25.7,8.4,0.0,0.382
"Schwein Hirn, gekocht",116,11.224,7.941,0.0,0.202
"Hähnchen Herz, tiefgefroren",165,13.09,12.5,0.0,0.2625
Schwein Kotelett (Rücken/cranial) gebraten ohne Fett (Ofen),203,26.63,10.75,0.0,0.133
"Gans Fleisch, mit Haut, gekocht",260,20.186,19.929,0.0,0.122
"Johannisbeere rot, gedünstet",41,1.514,0.211,4.52,0.005
"Goldbutt/Scholle, gedünstet",69,15.4,0.8,0.0,0.1548
Schleie geräuchert,84,19.108,0.799,0.0,0.09
Seehecht tiefgefroren,86,17.2,1.93,0.0,0.252
"Schaf Schnitzel (Keule, mittelfett) gegrillt",242,25.8,15.4,0.0,0.198
"Lamm Zunge, gekocht",238,17.6,18.6,0.0,0.145
Grenadier gebraten ohne Fett (Pfanne),90,20.781,0.788,0.0,0.3
Broccoli gekocht,33,3.3,0.5,2.5,0.015
"Fleischkäse einfach, fein/Original Bayerischer Leberkäse fein, gebraten ohne Fett (Ofen)",283,15.59,24.01,0.67,2.26
"Köhler/Seelachs, tiefgefroren, pochiert",86,18.75,1.239,0.0,0.21
"Reh Keule, gekocht",129,29.043,1.429,0.0,0.128
"Schaf Brust, fett, gebraten ohne Fett (Ofen)",433,15.8,41.1,0.0,0.235
"Pute Brust, ohne Haut, tiefgefroren",105,24.1,0.99,0.0,0.115
"Rind Hinterhesse, geschmort ohne Fett",177,28.7,6.9,0.0,0.1472
Hummer gekocht,80,14.722,2.346,0.0,0.708
Spitzkohl gebacken,36,1.42,0.21,5.33,0.052
"Katfisch/Steinbeißer, gebraten ohne Fett (Pfanne)",97,18.762,2.4,0.0,0.28
"Wildente Schenkel, mit Haut, gebraten ohne Fett (Pfanne)",236,25.8,14.7,0.0,0.18
"Schaf Herz, geschmort ohne Fett",196,29.6,8.57,0.0,0.252
Gemüsefenchel gebacken,32,1.647,0.235,4.04,0.08
"Ente Fleisch, ohne Haut, gekocht",135,25.9,3.5,0.0,0.138
"Köhler/Seelachs, tiefgefroren, gedünstet",76,16.641,1.1,0.0,0.18
Brombeere getrocknet,305,8.02,1.2,63.1,0.015
Schwarzer Heilbutt tiefgefroren,161,13.217,12.0,0.0,0.215
Aal gebraten ohne Fett (Pfanne),309,16.9,26.8,0.0,0.162
Portulak gedünstet,16,1.577,0.362,0.625,0.005
Schaf Gulasch (Hals/Kamm/Nacken) geschmort ohne Fett,234,26.1,14.42,0.0,0.15
"Porree/Lauch, gebraten ohne Fett (Pfanne)",57,3.397,0.397,8.0,0.002
"Gans Schenkel, mit Haut, tiefgefroren",231,17.17,18.073,0.0,0.19
Champignon gebraten ohne Fett (Pfanne),47,6.0,0.449,4.8,0.16938
"Fleischkäse einfach, fein/Original Bayerischer Leberkäse fein, gebraten ohne Fett (Pfanne)",271,14.4,23.24,0.63,2.1595
Schwein Bauch (wie gewachsen) gebraten ohne Fett (Ofen),364,22.77,30.34,0.0,0.1688
"Perlhuhn Fleisch, mit Haut, gebraten ohne Fett (Ofen)",167,29.9,5.23,0.0,0.175
"Katfisch/Steinbeißer, tiefgefroren",82,15.8,2.13,0.0,0.262
Schwarzer Heilbutt gedünstet,147,11.526,11.2,0.0,0.212
Birkenpilz gedünstet,65,6.62,0.873,4.6,0.008
"Suppenhuhn Innereien, gebraten ohne Fett (Pfanne)",240,27.0,14.62,0.0,0.26
"Hammel Brust, gebraten ohne Fett (Ofen)",433,15.833,41.111,0.0,0.275
Schwein Oberschale (ohne Deckel) gebraten ohne Fett (Ofen),143,29.54,2.71,0.0,0.1322
"Hammel Kotelett, gebraten ohne Fett (Ofen)",456,22.468,40.635,0.0,0.302
Pastinake geschmort ohne Fett,71,3.2056,0.513,11.7,0.025
"Schaf Brust, mittelfett, gebraten ohne Fett (Ofen)",215,25.9,12.4,0.0,0.255
"Hühnerei Eiklar, gebraten ohne Fett (Pfanne)",46,10.9,0.034,0.461,0.52
Wirsing gebraten ohne Fett (Pfanne),69,5.243,0.604,7.8,0.042
"Hühnerei Eigelb, gebraten ohne Fett (Pfanne)",386,17.2,35.169,0.236,0.145
"Kichererbse reif, gekocht",151,8.4,3.0,17.4,0.002
"Gemüsepaprika rot, gedünstet",39,1.114,0.217,6.73,0.0034
"Rind Brustkern/Mittelbrust, geschmort ohne Fett",247,25.319,16.224,0.0,0.122
Leng gebraten ohne Fett (Pfanne),97,22.562,0.698,0.0,0.285
Wurzelpetersilie gedünstet,74,2.824,0.461,13.5,0.03
"Wachtel Fleisch, ohne Haut, gebraten ohne Fett (Pfanne)",155,29.7,4.03,0.0,0.15
Weißer Thun gedünstet,109,24.3,1.3,0.0,0.1965
Knoblauch geschmort ohne Fett,122,7.487,0.52,4.0,0.024341
Steinbutt gedünstet,74,14.911,1.648,0.0,0.288
"Pilgermuschel/Jakobsmuschel, gegrillt",93,22.818,0.149,0.0,1.105
Sprotte gedünstet,174,14.9,12.7,0.0,0.228
"Rind Herz, geschmort ohne Fett",197,29.244,8.889,0.0,0.3
"Rind Keule, gebraten ohne Fett (Ofen)",171,26.2,7.4,0.0,0.1655
"Rind Leber, tiefgefroren",131,19.21,3.66,5.3,0.29
"Bohne grün, gekocht",34,2.1,0.3,4.06,0.004
Zander pochiert,69,15.957,0.56,0.0,0.055
"Hähnchen Oberschenkel, mit Haut, gebraten ohne Fett (Pfanne)",243,25.49,15.72,0.0,0.2448
"Schaf Vorderhaxe, mittelfett, gekocht",259,29.8,15.5,0.0,0.15
"Karotte/Möhre, geschmort ohne Fett",48,1.002,0.477,7.797,0.0678
"Pute Fleisch, ohne Haut, gegrillt",134,26.974,2.9,0.0,0.275
Pastinake gekocht,72,1.2,0.7,13.7,0.008
"Hammel Brust, gekocht",480,17.538,45.538,0.0,0.215
"Rotbarsch/Goldbarsch, gebraten ohne Fett (Ofen)",108,18.4,3.87,0.0,0.215
"Schaf Hinterhaxe, mager, gegrillt",161,29.7,4.72,0.0,0.285
Weißkohl gebacken,37,1.626,0.224,5.33,0.015
"Schwein Vordereisbein/Vorderhaxe, gekocht",238,29.99,13.11,0.0,0.1638
Spargel tiefgefroren,32,2.178,0.173,4.42,0.00595
Wildreis gekocht,140,5.074,0.349,28.36,0.00472
"Dorsch/Kabeljau, tiefgefroren, gedünstet",68,15.527,0.6,0.0,0.242
"Edelkastanie/Marone, gebacken",229,3.179,2.065,44.783,0.005
"Schwein Schmetterlingssteak, gegrillt",216,34.1,8.9,0.0,0.135
Kalb Steak (Rücken) tiefgefroren,107,20.9,2.62,0.0,0.232
Tomate gedünstet,24,1.08,0.125,3.69,0.012
Hühnerei gekocht,144,14.1,9.6,0.34,0.375
"Schwein Hackfleisch, gekocht",345,25.95,26.78,0.0,0.1488
"Kasseler, Rohpökelware, geräuchert, geschmort ohne Fett",133,28.29,2.259,0.0,2.528
Dornhai gebraten ohne Fett (Pfanne),195,14.082,15.353,0.0,0.042
"Kalb Bug/Schulter, geschmort ohne Fett",116,26.571,1.077,0.0,0.175
Sesam geröstet ohne Fett,575,20.896,51.429,1.448,0.11
"Halloumi Grillkäse, gegrillt",320,22.14,25.32,0.1,1.6488
"Hähnchen Brustfilet, geschmort ohne Fett",134,30.13,1.53,0.0,0.072
Bleichsellerie gebraten ohne Fett (Pfanne),32,2.264,0.2,3.0,0.368
"Dorsch/Kabeljau, tiefgefroren, gebraten ohne Fett (Ofen)",93,21.553,0.723,0.0,0.265
"Gemüseartischocke/Kardone, gekocht",22,0.9,0.1,3.27,0.43
Schwein Kotelett (Rücken/cranial) gegrillt,226,27.64,12.84,0.0,0.15
"Köhler/Seelachs, gebraten ohne Fett (Ofen)",134,26.6,3.048,0.0,0.1598
Schwein Kotelett (Rücken/cranial) geschmort ohne Fett,219,27.53,12.07,0.0,0.103
"Schaf Vorderhaxe, mager, gebraten ohne Fett (Ofen)",143,27.3,3.77,0.0,0.245
Tintenfisch gebraten ohne Fett (Pfanne),87,19.119,1.22,0.0,1.028
Birne getrocknet,231,1.194,1.154,52.36,0.007738
Lachs gedünstet,163,17.355,10.419,0.0,0.0788
Erdbeere gedünstet,40,0.863,0.421,6.229,0.002
Zuckererbse tiefgefroren,40,4.0,0.2,4.6,0.04
"Hirse Schrot, gekocht",45,1.53,0.39,8.53,0.0
Pelamide gebraten ohne Fett (Pfanne),162,26.6,6.21,0.0,0.115
Rotkohl gebraten ohne Fett (Pfanne),53,2.949,0.34,7.042,0.052
"Pute Keule, ohne Haut, gebraten ohne Fett (Ofen)",189,34.692,5.554,0.0,0.265
"Schwein Herz, gebraten ohne Fett (Pfanne)",160,24.7,6.81,0.0,0.3595
Schwein Gulasch (Restbug) geschmort ohne Fett,161,29.42,4.79,0.0,0.136
Yamswurzel gebacken,158,2.564,0.167,33.0,0.032
Tomate gebacken,25,1.118,0.129,3.82,0.012
"Rebhuhn Fleisch, gebraten ohne Fett (Ofen)",324,54.4,11.8,0.0,0.315
"Schwein Schmetterlingssteak, gebraten ohne Fett (Ofen)",176,28.8,6.7,0.0,0.1212
Sauerkirschsaft,62,0.81,0.4,12.853,0.002
"Teigwaren eifrei, gekocht",146,5.4,0.702,28.68,0.0018
"Geflügel Dönerfleisch, gegrillt",268,27.65,17.48,0.0,3.078
"Hähnchen Flügel, mit Haut, gegrillt",286,28.8,19.03,0.0,0.2942
"Blei/Brachsen/Brasse, geräuchert",104,17.92,3.57,0.0,0.09
Leinsamen geschrotet,468,22.27,36.5,1.7,0.142
Hühnerei gebacken,161,15.556,10.843,0.41,0.465
"Roggen Vollkornschrot, gekocht",47,1.31,0.2,8.52,0.0002
"Schwein Filetmedaillon, gebraten ohne Fett (Pfanne)",144,28.87,3.17,0.0,0.1388
Gurke geschmort ohne Fett,18,1.155,0.218,2.17,0.008
Königslachs gebraten ohne Fett (Pfanne),208,23.631,12.6,0.0,0.128
Sprotte gebraten ohne Fett (Pfanne),197,18.2,13.8,0.0,0.22
"Karotte/Möhre, gekocht",34,0.5,0.5,5.415,0.072
"Vollkornteigwaren eifrei, gekocht",130,5.4,1.11,22.6,0.002
"Barsch/Flussbarsch, gebraten ohne Fett (Pfanne)",94,21.85,0.7,0.0,0.125
"Porree/Lauch, gedünstet",37,2.277,0.266,5.0,0.0012
"Schwein Hackfleisch, gegrillt",363,24.52,29.41,0.0,0.1695
Rind Gulasch (Bug) tiefgefroren,128,20.2,5.3,0.0,0.125
Geflügelmortadella gebraten ohne Fett (Ofen),231,12.967,19.09,0.009,2.18
"Alaska-Pollack/Alaska-Seelachs, tiefgefroren, gedünstet",65,14.643,0.667,0.0,0.172
"Kalb Filet/Lende, gebraten ohne Fett (Ofen)",135,29.074,2.08,0.0,0.272
Dorschleber gebraten ohne Fett (Pfanne),651,5.2,70.0,0.0,0.1275
"Kartoffel ungeschält, gekocht",71,1.8,0.6,13.641,0.008
"Dorsch/Kabeljau, tiefgefroren, gebraten ohne Fett (Pfanne)",85,19.667,0.675,0.0,0.242
Seezunge gebraten ohne Fett (Pfanne),102,20.781,2.09,0.0,0.265
Pelamide gedünstet,127,20.0,5.26,0.0,0.11
"Schaf Filet/Lende, gegrillt",260,25.6,17.5,0.0,0.248
"Stielmus/Rübstiel, gebraten ohne Fett (Pfanne)",27,2.2,0.4,1.21,0.15
Zuckermais gekocht,61,3.012,1.13,8.6,0.005
"Hähnchen Brustfilet, tiefgefroren",109,23.25,1.81,0.0,0.128
Frühlingszwiebel/Lauchzwiebel (ohne Laub) gebacken,38,1.1,0.176,7.05,0.038
"Edelkastanie/Marone, gegrillt",228,3.116,2.065,44.783,0.005
"Wachtel Fleisch, ohne Haut, gebraten ohne Fett (Ofen)",178,34.4,4.53,0.0,0.162
"Schaf Filetmedaillon, tiefgefroren",118,22.79,2.97,0.0,0.1225
"Frühlingszwiebel/Lauchzwiebel, gedünstet",27,1.9,0.19,3.0,0.03
Fleischwurst gebraten ohne Fett (Pfanne),318,12.9,29.223,0.27,2.385
"Schaf Schnitzel (Keule, mittelfett) gebraten ohne Fett (Ofen)",215,24.8,12.9,0.0,0.178
"Hammel Brust, geschmort ohne Fett",487,17.812,46.25,0.0,0.218
"Hähnchen Brust, ohne Haut, geschmort ohne Fett",131,28.26,2.05,0.0,0.084
"Bohne grün, gedünstet",30,2.381,0.255,3.7,0.00528
Aprikose gedünstet,47,0.9,0.148,9.341,0.005
Miesmuschel tiefgefroren,60,10.51,1.955,0.0,0.74
"Goldbutt/Scholle, tiefgefroren, gedünstet",69,14.643,1.143,0.0,0.372
Tintenfisch tiefgefroren,73,16.1,0.98,0.0,0.968
"Erbse grün, gedünstet",97,6.5,0.527,13.52,0.005
"Rind Bug/Schulter, tiefgefroren",128,20.2,5.3,0.0,0.125
Hühnerei gebraten ohne Fett (Pfanne),151,14.507,10.112,0.382,0.432
Eierteigwaren gekocht,130,5.2,0.91,24.72,0.245
"Pute Flügel, mit Haut, geschmort ohne Fett",176,23.2,9.2,0.0,0.07
"Sauerkraut abgetropft, gekocht",18,1.066,0.294,0.94,1.015
Honigmelonensaft,35,0.429,0.1,8.08,0.032
"Gans Fleisch, mit Haut, gebraten ohne Fett (Ofen)",257,22.73,18.507,0.0,0.272
"Forelle tiefgefroren, gebraten ohne Fett (Ofen)",163,25.897,6.389,0.0,0.32
"Schaf Filet/Lende, tiefgefroren",194,18.7,13.2,0.0,0.188
"Gemüsepaprika grün, gekocht",38,1.092,0.243,6.95,0.01
"Gans Fleisch, ohne Haut, gebraten ohne Fett (Ofen)",176,34.0,4.39,0.0,0.285
Aubergine gekocht,23,0.7,0.5,3.0,0.002
Palmenherz gekocht,30,2.6,0.2,3.78,0.028
"Kaninchen Fleisch, geschmort ohne Fett",177,29.5,6.6,0.0,0.118
"Kartoffel geschält, gebraten ohne Fett (Pfanne)",115,2.694,0.139,24.861,0.0118
"Gans Fleisch, mit Haut, gebraten ohne Fett (Pfanne)",296,24.173,22.143,0.0,0.29
Wachsbohne gedünstet,29,2.2,0.2,3.7,0.00528
"Suppenhuhn Schenkel, mit Haut, tiefgefroren",257,18.5,20.3,0.0,0.1612
"Kalb Hals/Nacken/Kamm, gekocht",135,27.257,2.85,0.0,0.168
Kalb Steak (Rücken) gegrillt,131,25.723,3.157,0.0,0.252
Schnecken gekocht,78,16.6,1.29,0.0,0.198
"Ente Schenkel, mit Haut, gebraten ohne Fett (Pfanne)",199,25.23,10.88,0.0,0.332
"Ente Schenkel, mit Haut, geschmort ohne Fett",200,24.68,11.22,0.0,0.16
Forelle pochiert,134,17.96,6.78,0.0,0.11
"Reh Rücken, tiefgefroren",122,22.4,3.55,0.0,0.21
"Dorsch/Kabeljau, tiefgefroren, gegrillt",95,21.933,0.778,0.0,0.308
"Pute Flügel, mit Haut, gebraten ohne Fett (Ofen)",278,30.9,17.1,0.0,0.152
Europäische Auster gebraten ohne Fett (Pfanne),73,9.607,3.3,1.225,0.382
Makrele gebraten ohne Fett (Pfanne),164,21.0,8.9,0.0,0.388
"Rind Keule, gekocht",187,28.6,8.1,0.0,0.125
Kochkäse (selbstgemacht),246,14.02,19.68,2.6,1.052
"Rind Roastbeef (Rücken) mariniert, roh",138,19.7,5.6,1.78,1.0
Kirschstrudel (Blätterteig),335,3.71,21.59,29.68,0.06
"Seelachsfilet Müllerinart (mehliert, gebraten)",120,19.76,3.2,2.63,0.483
Helle Soße Instantpulver,431,4.43,20.32,56.9,9.698
"Pute Fleisch, ohne Haut, tiefgefroren, gebraten ohne Fett (Ofen)",146,30.067,2.9,0.0,0.248
Fruchtsaftgetränk Johannisbeere,30,0.152,0.022,7.126,0.008
Crepes Suzette gebraten,281,5.3,16.2,25.2,0.148
Käsekuchen/Quarkkuchen (Mürbeteig),261,8.4,12.1,28.9,0.19
"Milch-Getreide-Brei, mit Haferflocken und Apfelsaft (geeignet für Beikost)",98,4.64,3.95,10.4,0.085
"Alaska-Seelachs im Backteig, tiefgefroren",205,9.2,10.32,18.25,0.245
Fruchteis,128,0.291,0.149,30.3,0.005
Lauchsuppe gebunden,46,0.98,3.2,3.0,0.512
Fischkroketten mit Seelachs frittiert,265,15.95,13.28,19.57,0.862
Grießschnitten gesüßt gebraten,148,3.38,10.02,10.89,0.07
Kohlrüben-Eintopf mit Kasseler und Kartoffeln,76,6.8,2.7,5.34,0.8
Hausmacher Leberwurst Konserve,288,12.7,26.1,0.49,1.972
"Tintenfisch tiefgefroren, gebraten ohne Fett (Ofen)",106,23.174,1.48,0.0,1.245
Apfeltasche (Blätterteig),317,3.3,21.2,26.8,0.102
"Frühlingsrollen gefüllt mit Gemüse, Schweinefleisch und Krabben, frittiert",342,11.4,20.04,27.7,0.525
Kartoffelgratin mit Lauch,136,4.6,8.8,9.0,0.3
Welfencreme (Vanilleflammeri mit Weinschaum),137,4.1,3.9,19.85,0.145
"Biskuitrolle/Biskuitroulade, mit Konfitüre",262,6.6,3.5,49.8,0.145
"Speiseeis Nuss, in Waffeltüte",255,3.96,12.86,29.8,0.082
Kartoffelhörnchen (Mürbeteig),339,6.0,8.5,58.1,0.68
"Speiseeis (Kaffee, Vanille) gemischt",183,3.4,9.7,20.1,0.1
Saure-Sahne-Dressing mit Joghurt und Senf,92,3.16,6.8,3.8,0.4
Schinkenklößchen,154,9.41,4.51,18.22,0.832
Pizzabaguette mit Kochschinken und Käse überbacken,222,15.7,10.03,16.0,1.19
Mehrfruchtsaft angereichert mit Vitaminen und Mineralstoffen,54,0.338,0.1,12.3,0.012
Hirschragout mit Grundsauce dunkel/braun und Rotwein,158,14.44,9.0,2.6,0.58
Berliner Knacker/Berliner Knackwurst,271,21.26,20.69,0.0,3.0
Schinkenröllchen in Aspik,90,15.7,2.4,0.74,1.615
"Saure Rinderkutteln gekocht, mit Grundsauce dunkel/braun",84,8.6,4.1,2.81,0.508
Karotten und Lauch gedünstet,60,1.02,3.5,4.8,0.445
Marinade mit Gemüsebrühe für Kartoffelsalat,97,0.47,9.0,2.35,0.81
"Soja-Streichwurstalternative, vegan",226,5.9,20.3,4.2,1.918
"Hähnchen Magen, tiefgefroren, gebraten ohne Fett (Pfanne)",132,27.82,2.32,0.0,0.3105
Debrecziner roh,330,23.32,26.31,0.0,3.5
"Gulaschsuppe mit Rindfleisch, Zwiebeln und Paprika",48,3.5,2.7,2.0,0.215
Haselnusscremeeis,224,5.7,15.9,14.2,0.095
Bohnensalat bunt (gegart) mit Schafskäse und warmer Essigmarinade,87,3.56,4.8,5.8,0.552
"Rotbarsch/Goldbarsch, tiefgefroren, gebraten ohne Fett (Pfanne)",108,18.2,3.9,0.0,0.212
Entenpastete gebacken,252,21.1,15.0,7.7,1.5
Geselchte,171,14.21,12.59,0.08,2.2
"Döner vegetarisch, Fladenbrot gefüllt mit Rohkost, Schafskäse und Sauce",145,4.3,7.8,13.0,0.64
"Teigwaren eifrei, Ravioli (Gemüsefüllung) in Tomatensoße, Konserve",95,2.8,1.1,17.0,1.012
Salsa verde,480,2.18,50.7,2.0,1.215
Kartoffelgratin mit Spinat,136,5.91,7.76,10.0,0.352
Tomatensuppe gebunden,44,0.49,3.68,1.89,0.22
"Kohlroulade gedünstet, vegan gefüllt mit Hirse, Tomaten und Tofu",54,2.76,1.1,7.49,0.272
"Garnele/Granat/Krabbe, Präserve",93,18.938,1.955,0.0,1.28
Karotten-Eintopf mit Schweinebauch,110,4.56,6.5,7.39,0.34
Roter Mehrfruchtsaft,50,0.7,0.3,9.9,0.008
Kartoffelomelett gebraten,160,5.27,8.11,15.45,0.385
Schwedischer Mandel-Marzipan-Kuchen/Mazarinkuchen (Mürbeteig),494,8.6,32.5,40.2,0.062
Weizenbrötchen mit Zwiebeln,299,9.4,3.1,56.0,1.438
"Frankfurter Rindswurst/Rote Wurst, Konserve",223,11.439,19.738,0.0,2.0
Knoblauchbutter/Kräuterbutter,587,4.5,62.0,2.0,0.7
Rinderschmorbraten mit Speck und Sauce,150,13.9,8.9,3.22,0.642
"Rinderfilet mariniert, gebraten im Ofen",150,23.09,5.8,0.08,0.48
Kartoffelwurst,180,10.86,13.12,4.41,1.8
"Bauernfrühstück mit Speck und Kochschinken, gebraten",229,8.52,16.38,11.09,1.0
Smoothie purpur (Früchte),57,0.7,0.3,11.0,0.005
"Kaffeeersatz (Getränk) mit Sojadrink, ungesüßt",6,0.18,0.045,0.95,0.0118
Müsli-Riegel,428,8.4,15.4,58.5,0.36
"Schaf Keule, fett, tiefgefroren, gebraten ohne Fett (Ofen)",279,24.1,20.3,0.0,0.2
Geflügelbierwurst mit Schweinefleisch,238,12.26,21.0,0.0,2.0
